"rgn_id","sciname","category"
4,"Balaenoptera acutorostrata","LC"
3,"Balaenoptera acutorostrata","LC"
2,"Balaenoptera acutorostrata","LC"
1,"Balaenoptera acutorostrata","LC"
10,"Balaenoptera acutorostrata","LC"
7,"Balaenoptera acutorostrata","LC"
11,"Balaenoptera acutorostrata","LC"
8,"Balaenoptera acutorostrata","LC"
6,"Balaenoptera acutorostrata","LC"
9,"Balaenoptera acutorostrata","LC"
5,"Balaenoptera acutorostrata","LC"
4,"Eretmochelys imbricata","CR"
3,"Eretmochelys imbricata","CR"
2,"Eretmochelys imbricata","CR"
1,"Eretmochelys imbricata","CR"
10,"Eretmochelys imbricata","CR"
7,"Eretmochelys imbricata","CR"
11,"Eretmochelys imbricata","CR"
8,"Eretmochelys imbricata","CR"
6,"Eretmochelys imbricata","CR"
9,"Eretmochelys imbricata","CR"
5,"Eretmochelys imbricata","CR"
4,"Alopias vulpinus","VU"
3,"Alopias vulpinus","VU"
2,"Alopias vulpinus","VU"
1,"Alopias vulpinus","VU"
10,"Alopias vulpinus","VU"
7,"Alopias vulpinus","VU"
11,"Alopias vulpinus","VU"
8,"Alopias vulpinus","VU"
6,"Alopias vulpinus","VU"
9,"Alopias vulpinus","VU"
5,"Alopias vulpinus","VU"
4,"Eschrichtius robustus","LC"
3,"Eschrichtius robustus","LC"
2,"Eschrichtius robustus","LC"
1,"Eschrichtius robustus","LC"
10,"Eschrichtius robustus","LC"
7,"Eschrichtius robustus","LC"
11,"Eschrichtius robustus","LC"
8,"Eschrichtius robustus","LC"
6,"Eschrichtius robustus","LC"
9,"Eschrichtius robustus","LC"
5,"Eschrichtius robustus","LC"
4,"Cheilinus undulatus","EN"
3,"Cheilinus undulatus","EN"
2,"Cheilinus undulatus","EN"
1,"Cheilinus undulatus","EN"
10,"Cheilinus undulatus","EN"
7,"Cheilinus undulatus","EN"
11,"Cheilinus undulatus","EN"
8,"Cheilinus undulatus","EN"
6,"Cheilinus undulatus","EN"
9,"Cheilinus undulatus","EN"
5,"Cheilinus undulatus","EN"
4,"Dermochelys coriacea","CR"
3,"Dermochelys coriacea","CR"
2,"Dermochelys coriacea","CR"
1,"Dermochelys coriacea","CR"
10,"Dermochelys coriacea","CR"
7,"Dermochelys coriacea","CR"
11,"Dermochelys coriacea","CR"
8,"Dermochelys coriacea","CR"
6,"Dermochelys coriacea","CR"
9,"Dermochelys coriacea","CR"
5,"Dermochelys coriacea","CR"
4,"Chelonia mydas","EN"
3,"Chelonia mydas","EN"
2,"Chelonia mydas","EN"
1,"Chelonia mydas","EN"
10,"Chelonia mydas","EN"
7,"Chelonia mydas","EN"
11,"Chelonia mydas","EN"
8,"Chelonia mydas","EN"
6,"Chelonia mydas","EN"
9,"Chelonia mydas","EN"
5,"Chelonia mydas","EN"
4,"Balaenoptera physalus","EN"
3,"Balaenoptera physalus","EN"
2,"Balaenoptera physalus","EN"
1,"Balaenoptera physalus","EN"
10,"Balaenoptera physalus","EN"
7,"Balaenoptera physalus","EN"
11,"Balaenoptera physalus","EN"
8,"Balaenoptera physalus","EN"
6,"Balaenoptera physalus","EN"
9,"Balaenoptera physalus","EN"
5,"Balaenoptera physalus","EN"
4,"Isurus oxyrinchus","VU"
3,"Isurus oxyrinchus","VU"
2,"Isurus oxyrinchus","VU"
1,"Isurus oxyrinchus","VU"
10,"Isurus oxyrinchus","VU"
7,"Isurus oxyrinchus","VU"
11,"Isurus oxyrinchus","VU"
8,"Isurus oxyrinchus","VU"
6,"Isurus oxyrinchus","VU"
9,"Isurus oxyrinchus","VU"
5,"Isurus oxyrinchus","VU"
4,"Carcharhinus melanopterus","NT"
3,"Carcharhinus melanopterus","NT"
2,"Carcharhinus melanopterus","NT"
1,"Carcharhinus melanopterus","NT"
10,"Carcharhinus melanopterus","NT"
7,"Carcharhinus melanopterus","NT"
11,"Carcharhinus melanopterus","NT"
8,"Carcharhinus melanopterus","NT"
6,"Carcharhinus melanopterus","NT"
9,"Carcharhinus melanopterus","NT"
5,"Carcharhinus melanopterus","NT"
4,"Prionace glauca","NT"
3,"Prionace glauca","NT"
2,"Prionace glauca","NT"
1,"Prionace glauca","NT"
10,"Prionace glauca","NT"
7,"Prionace glauca","NT"
11,"Prionace glauca","NT"
8,"Prionace glauca","NT"
6,"Prionace glauca","NT"
9,"Prionace glauca","NT"
5,"Prionace glauca","NT"
4,"Balaenoptera musculus","EN"
3,"Balaenoptera musculus","EN"
2,"Balaenoptera musculus","EN"
1,"Balaenoptera musculus","EN"
10,"Balaenoptera musculus","EN"
7,"Balaenoptera musculus","EN"
11,"Balaenoptera musculus","EN"
8,"Balaenoptera musculus","EN"
6,"Balaenoptera musculus","EN"
9,"Balaenoptera musculus","EN"
5,"Balaenoptera musculus","EN"
4,"Rhincodon typus","VU"
3,"Rhincodon typus","VU"
2,"Rhincodon typus","VU"
1,"Rhincodon typus","VU"
10,"Rhincodon typus","VU"
7,"Rhincodon typus","VU"
11,"Rhincodon typus","VU"
8,"Rhincodon typus","VU"
6,"Rhincodon typus","VU"
9,"Rhincodon typus","VU"
5,"Rhincodon typus","VU"
