"rgn_id","habitat","trend"
4,"coral",-0.0211565702096627
3,"coral",-0.0211565702096627
2,"coral",-0.0211565702096627
1,"coral",-0.0211565702096627
10,"coral",-0.0211565702096627
7,"coral",-0.0211565702096627
11,"coral",-0.0211565702096627
8,"coral",-0.0211565702096627
6,"coral",-0.0211565702096627
9,"coral",-0.0211565702096627
5,"coral",-0.0211565702096627
4,"soft_bottom",0.00828994952393086
3,"soft_bottom",0.00828994952393086
2,"soft_bottom",0.00828994952393086
1,"soft_bottom",0.00828994952393086
10,"soft_bottom",0.00828994952393086
7,"soft_bottom",0.00828994952393086
11,"soft_bottom",0.00828994952393086
8,"soft_bottom",0.00828994952393086
6,"soft_bottom",0.00828994952393086
9,"soft_bottom",0.00828994952393086
5,"soft_bottom",0.00828994952393086
4,"seagrass",-1
3,"seagrass",-1
2,"seagrass",-1
1,"seagrass",-1
10,"seagrass",-1
7,"seagrass",-1
11,"seagrass",-1
8,"seagrass",-1
6,"seagrass",-1
9,"seagrass",-1
5,"seagrass",-1
4,"saltmarsh",0
3,"saltmarsh",0
2,"saltmarsh",0
1,"saltmarsh",0
10,"saltmarsh",0
7,"saltmarsh",0
11,"saltmarsh",0
8,"saltmarsh",0
6,"saltmarsh",0
9,"saltmarsh",0
5,"saltmarsh",0
4,"seaice_edge",0.0380091219341099
3,"seaice_edge",0.0380091219341099
2,"seaice_edge",0.0380091219341099
1,"seaice_edge",0.0380091219341099
10,"seaice_edge",0.0380091219341099
7,"seaice_edge",0.0380091219341099
11,"seaice_edge",0.0380091219341099
8,"seaice_edge",0.0380091219341099
6,"seaice_edge",0.0380091219341099
9,"seaice_edge",0.0380091219341099
5,"seaice_edge",0.0380091219341099
4,"seaice_shoreline",0.0444586963105543
3,"seaice_shoreline",0.0444586963105543
2,"seaice_shoreline",0.0444586963105543
1,"seaice_shoreline",0.0444586963105543
10,"seaice_shoreline",0.0444586963105543
7,"seaice_shoreline",0.0444586963105543
11,"seaice_shoreline",0.0444586963105543
8,"seaice_shoreline",0.0444586963105543
6,"seaice_shoreline",0.0444586963105543
9,"seaice_shoreline",0.0444586963105543
5,"seaice_shoreline",0.0444586963105543
