rgn_id,year,score
LN,2012,0.5834
HB,2012,0.2488
TJ,2012,0.0209
SD,2012,0.8307
JS,2012,0.3468
SH,2012,0.089
ZJ,2012,0.3333
FJ,2012,0.911
GD,2012,0.8794
GX,2012,0.8903
HN,2012,1
LN,2011,0.6617
HB,2011,0.8139
TJ,2011,0.1868
SD,2011,0.823
JS,2011,0.5889
SH,2011,0.1499
ZJ,2011,0.4012
FJ,2011,0.9353
GD,2011,0.9335
GX,2011,0.9623
HN,2011,0.9993
LN,2013,0.6115
HB,2013,0.5693
TJ,2013,0.2677
SD,2013,0.7805
JS,2013,0.6598
SH,2013,0.0718
ZJ,2013,0.5127
FJ,2013,0.9244
GD,2013,0.8317
GX,2013,0.825
HN,2013,0.9958
LN,2010,0.7008
HB,2010,0.8687
TJ,2010,0.1613
SD,2010,0.9062
JS,2010,0.7246
SH,2010,0.1114
ZJ,2010,0.3617
FJ,2010,0.8329
GD,2010,0.8683
GX,2010,0.9239
HN,2010,0.9999
LN,2014,0.7336
HB,2014,0.6367
TJ,2014,0.3831
SD,2014,0.8774
JS,2014,0.5585
SH,2014,0.1266
ZJ,2014,0.3281
FJ,2014,0.9018
GD,2014,0.8957
GX,2014,0.908
HN,2014,0.9998
